Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
1147,Portugal,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1179,Portugal,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1146,Portugal,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1146,Portugal,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1179,Portugal,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1179,Portugal,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1080,Portugal,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1080,Portugal,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
899,Lithuania,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
899,Lithuania,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1286,Italy,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1286,Italy,431,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
634,Italy,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
634,Italy,431,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
913,Ireland,432,1,Advanced,Linear Algebra,Vector Spaces,Linear independence Subspace Linear combination Linear dependence Span
913,Ireland,432,1,Advanced,Linear Algebra,Vector Spaces,Linear independence Subspace Linear combination Linear dependence Span
91,Lithuania,432,1,Advanced,Linear Algebra,Vector Spaces,Linear independence Subspace Linear combination Linear dependence Span
91,Lithuania,432,1,Advanced,Linear Algebra,Vector Spaces,Linear independence Subspace Linear combination Linear dependence Span
956,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
956,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1023,Lithuania,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1023,Lithuania,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1023,Lithuania,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1023,Lithuania,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
750,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
750,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
509,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
509,Portugal,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1147,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1147,Portugal,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,1,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1220,Slovenia,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
955,Lithuania,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1286,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1286,Italy,433,0,Basic,Linear Algebra,Vector Spaces,Subspace Dimension
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1023,Lithuania,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1252,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1252,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
972,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
972,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1182,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1182,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1244,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1244,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
426,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
426,Portugal,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1196,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1196,Slovenia,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1220,Slovenia,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1322,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
1322,Italy,434,0,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
634,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
634,Italy,434,1,Basic,Linear Algebra,Vector Spaces,Subspace Basis Dimension
956,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
956,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1252,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1252,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1244,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1157,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1157,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1244,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
394,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
394,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1147,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1147,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,Euclidean spaces Orthogonal basis Basis
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,Linear application Composition of linear applications
956,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
956,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
956,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1182,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1182,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1288,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1288,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1288,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1288,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1308,Italy,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1308,Italy,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
840,Italy,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
840,Italy,438,1,Basic,Linear Algebra,Vector Spaces,Subspace Linear combination Span
913,Ireland,439,1,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
913,Ireland,439,1,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
91,Lithuania,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
91,Lithuania,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
91,Lithuania,439,1,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
91,Lithuania,439,1,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
972,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
972,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
1517,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
1517,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
1081,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
1081,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,Span Subspace Linear combination
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
969,Romania,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
969,Romania,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
969,Romania,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
1081,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
1081,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
986,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
986,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
986,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,Basis Span Subspace Linear combination Dimension
